"Sensor ID","PylumID","GUID","FQDN","Machine name","Internal IP address","External IP address","Site","Site ID","Anti-Ransomware mode","App Control mode","Isolated","Last seen","Last pylumID message update time","Sensor status","Service status","Last status action","Archived or unarchived comment","Sensor archived by user","Server name","Server ID","Server ip","OS","OS version","Data collection","Sensor version","Console version","First seen","Uptime","CPU usage","Memory usage","Outdated","Signatures mode state","Signature mode origin","PowerShell mode","Remote Shell Status","Anti-Malware mode","Anti-Malware mode origin","Last full scan","Last quick scan","Organization","Proxy address","Last prevention error","Last exit reason","Actions in progress","Pending actions","Last upgrade result","Department","Location","Critical Asset","Device Type","Custom Tags","AI detect mode","AI detect mode origin","AI prevent mode","AI prevent mode origin","Document protection status","Document protection mode","Assigned Policy","Policy ID","Policy Last Update","Compliance","Device control","Firewall control","Exploit protection mode","Signatures DB version","Last signatures update","Organizational unit","Group name","Serial number","Device model","Group assignment","BEP mode","VPP mode","Variant file prevention mode","Unique sensor key"
"61ecffb8e4b01e23fd874db6:PYLUMCLIENT_ENTITYFUSION_01L-AMACABALO_002B6771869E","PYLUMCLIENT_ENTITYFUSION_01L-AMACABALO_002B6771869E","176105513.1198775089551518743","01l-amacabalo.ph.intraxa","01l-amacabalo","192.168.1.13","112.202.177.255","Primary","25593978","Prevent","Enabled","false","2025-01-14 03:47:45.000","2025-01-14 03:42:18.000","Stale","Down","None","","","entityfusion-29-t","61ecffb8e4b01e23fd874db6","10.147.9.4","Windows","Windows 10","Advanced","23.1.308.1","","2023-11-06 02:18:48.000","D0 00:02:02.000","0.0","0","false","Disabled","","Enabled","Disabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-14 03:42:18.000","true","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, TT, AXA LIFE","Philippines","PC1JPZST","Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz","Manual","Detect","Detect","Disabled","09476691-be86-4840-b800-f3eebfde5004"
"646b8a1fe4b03a4edebac890:PYLUMCLIENT_ENTITYFUSION_01LC-ABORDON_088FC35C3F23","PYLUMCLIENT_ENTITYFUSION_01LC-ABORDON_088FC35C3F23","1765125419.1198775089551518743","01lc-abordon.ph.intraxa","01lc-abordon","192.168.1.7","112.210.150.182","Primary","25593978","Prevent","Enabled","false","2025-01-15 12:33:25.000","2025-01-15 12:32:27.000","Stale","Down","None","","","entityfusion-86-t","646b8a1fe4b03a4edebac890","10.147.7.112","Windows","Windows 10","Advanced","23.1.308.1","","2023-09-25 10:33:15.000","D0 10:55:26.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-13 01:31:10.000","true","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, TT, AXA LIFE","Philippines","NXADDET00V219022783400","11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz","Dynamic","Detect","Detect","Disabled","3e45516f-05fd-4130-880d-c3b2753ffc05"
"6447fb9be4b015ef02163224:PYLUMCLIENT_PHILIPPINES_01LC-EPEDREZA_00090FFE0001","PYLUMCLIENT_PHILIPPINES_01LC-EPEDREZA_00090FFE0001","429207141.1198775089551518743","01lc-epedreza.ph.intraxa","01lc-epedreza","192.168.100.97","152.32.100.125","Primary","25593978","Prevent","Enabled","false","2025-01-02 01:50:37.000","2025-01-02 01:14:28.000","Stale","Down","None","","","entityfusion-54-t","6447fb9be4b015ef02163224","10.147.7.101","Windows","Windows 10","Advanced","23.1.308.1","","2024-05-29 01:43:53.000","D5 11:41:25.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-12-27 13:35:04.000","true","Disabled","Disabled","Cautious","","","","Philippines","5CD209134X","11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz","Dynamic","Detect","Detect","Disabled","c4423689-e874-4a36-a9c2-9d61c5090c00"
"641dcef5e4b022331ffdd296:PYLUMCLIENT_PHILIPPINES_01LC-GELUNA_002B67A70F56","PYLUMCLIENT_PHILIPPINES_01LC-GELUNA_002B67A70F56","1871537160.1198775089551518743","01lc-geluna.ph.intraxa","01lc-geluna","192.168.0.116","49.144.98.116","Primary","25593978","Prevent","Enabled","false","2025-01-17 04:31:49.000","2025-01-17 04:26:45.000","Stale","Down","None","","","entityfusion-43-t","641dcef5e4b022331ffdd296","10.147.7.45","Windows","Windows 10","Advanced","23.1.308.1","","2024-12-12 02:01:29.000","D1 02:31:37.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-10 07:46:46.000","false","Disabled","Disabled","Cautious","","","","Philippines","PC1KXZ84","Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz","Dynamic","Detect","Disabled","Disabled","07a97662-9c08-4fcf-ae34-3e432e9521ce"
"646b8a1fe4b03a4edebac890:PYLUMCLIENT_PHILIPPINES_01LC-JDEVILLA_00090FFE0001","PYLUMCLIENT_PHILIPPINES_01LC-JDEVILLA_00090FFE0001","'-70897552.1198775089551518743","01lc-jdevilla.ph.intraxa","01lc-jdevilla","192.168.20.76","112.199.104.126","Primary","25593978","Prevent","Enabled","false","2025-01-14 04:53:41.000","2025-01-14 04:47:48.000","Stale","Down","None","","","entityfusion-86-t","646b8a1fe4b03a4edebac890","10.147.7.112","Windows","Windows 10","Advanced","23.1.308.1","","2023-09-14 08:34:28.000","D0 00:02:01.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-14 04:47:48.000","true","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, TT, AXA LIFE","Philippines","NXVPQSP01S20229FA77600","11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz","Dynamic","Detect","Detect","Disabled","6cda6d8e-e547-4667-a2a6-82c63bcbee19"
"60b411eee4b09ad79db094d5:PYLUMCLIENT_PHILIPPINES_01LC-JESCOSAR_00090FFE0001","PYLUMCLIENT_PHILIPPINES_01LC-JESCOSAR_00090FFE0001","'-1476418664.1198775089551518743","01lc-jescosar.ph.intraxa","01lc-jescosar","192.168.3.199","130.105.217.30","Primary","25593978","Prevent","Enabled","false","2025-01-04 02:25:45.000","2025-01-04 02:20:36.000","Stale","Down","None","","","entityfusion-5-t","60b411eee4b09ad79db094d5","10.147.10.165","Windows","Windows 10","Advanced","23.1.308.1","","2024-07-03 09:52:33.000","D19 03:14:55.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-02 00:47:48.000","true","Disabled","Disabled","Cautious","","","","Philippines","PF34N0LB","11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz","Dynamic","Detect","Detect","Disabled","6d9c1fb5-5344-458e-a024-352fcc22518f"
"646b8abfe4b03a4edebac894:PYLUMCLIENT_ENTITYFUSION_01LC-JMOJICA_E86A64EB7A4B","PYLUMCLIENT_ENTITYFUSION_01LC-JMOJICA_E86A64EB7A4B","'-894101068.1198775089551518743","01lc-jmojica.ph.intraxa","01lc-jmojica","192.168.116.96","58.69.53.193","Primary","25593978","Prevent","Enabled","false","2025-01-16 06:32:42.000","2024-12-31 09:40:59.000","Stale","Down","None","","","entityfusion-90-t","646b8abfe4b03a4edebac894","10.147.10.184","Windows","Windows 11","Advanced","23.1.308.1","","2024-03-14 11:31:39.000","D0 00:00:05.000","0.0","0","false","Disabled","","Disabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-11-08 12:03:11.000","false","Disabled","Disabled","Unknown","","","PROD, Laptop, Computers, TT, AXA LIFE","Philippines","PC142136","Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz","Manual","Detect","Detect","Disabled","b949a639-fc1b-4306-8887-66a834e5b215"
"6447fbdee4b015ef02163225:PYLUMCLIENT_PHILIPPINES_01LC-KMCACHERO_00090FFE0001","PYLUMCLIENT_PHILIPPINES_01LC-KMCACHERO_00090FFE0001","140841282.1198775089551518743","01lc-kmcachero.ph.intraxa","01lc-kmcachero","192.168.68.108","180.190.30.95","Primary","25593978","Prevent","Enabled","false","2025-01-15 22:57:47.000","2025-01-15 22:52:47.000","Stale","Down","None","","","entityfusion-55-t","6447fbdee4b015ef02163225","10.147.10.177","Windows","Windows 10","Advanced","23.1.308.1","","2024-11-08 07:14:32.000","D2 23:19:35.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-07 03:43:19.000","false","Disabled","Disabled","Cautious","","","","Philippines","2GDV573","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","Dynamic","Detect","Detect","Disabled","8cab65a4-9c1e-4753-8baf-7efc37f00d49"
"6447fccee4b015ef0216322e:PYLUMCLIENT_PHILIPPINES_01LC-MAPITONG_E86A64EF758B","PYLUMCLIENT_PHILIPPINES_01LC-MAPITONG_E86A64EF758B","1734773127.1198775089551518743","01lc-mapitong.ph.intraxa","01lc-mapitong","192.168.130.111","111.125.95.74","Primary","25593978","Prevent","Enabled","false","2025-01-08 09:14:58.000","2025-01-08 09:09:37.000","Stale","Down","None","","","entityfusion-61-t","6447fccee4b015ef0216322e","10.147.10.188","Windows","Windows 10","Advanced","23.1.308.1","","2025-01-08 04:38:02.000","D0 02:00:07.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-08 04:41:39.000","false","Disabled","Disabled","Cautious","","","","Philippines","PC14H2Z2","Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz","Dynamic","Detect","Disabled","Disabled","ed43c09c-b180-4c41-9864-ad9171a3f873"
"646b8a41e4b03a4edebac891:PYLUMCLIENT_PHILIPPINES_01LC-MYDELACRUZ_3C557628C148","PYLUMCLIENT_PHILIPPINES_01LC-MYDELACRUZ_3C557628C148","1213933850.1198775089551518743","01lc-mydelacruz.ph.intraxa","01lc-mydelacruz","192.168.10.55","131.226.97.127","Primary","25593978","Prevent","Enabled","false","2025-01-15 01:30:30.000","2025-01-15 01:25:10.000","Stale","Down","None","","","entityfusion-87-t","646b8a41e4b03a4edebac891","10.147.8.72","Windows","Windows 10","Advanced","23.1.308.1","","2024-06-26 10:37:11.000","D4 19:32:47.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-13 00:08:16.000","true","Disabled","Disabled","Cautious","","","","Philippines","5CD2301L1N","12th Gen Intel(R) Core(TM) i7-1255U","Dynamic","Detect","Detect","Disabled","c4423689-e874-4a36-a9c2-9d61c5090c00"
"60b41266e4b09ad79db094d7:PYLUMCLIENT_ENTITYFUSION_01LC-NEWX280_E86A64BA6C6C","PYLUMCLIENT_ENTITYFUSION_01LC-NEWX280_E86A64BA6C6C","813230652.1198775089551518743","01lc-newx280","01lc-newx280","192.168.130.79","203.177.23.99","Primary","25593978","Prevent","Enabled","false","2025-01-09 01:04:42.000","2025-01-09 00:59:21.000","Stale","Down","None","","","entityfusion-7-t","60b41266e4b09ad79db094d7","10.147.9.157","Windows","Windows 10","Advanced","21.1.103.0","","2022-08-16 09:51:07.000","D62 14:59:04.000","0.0","0","true","Disabled","","Enabled","Disabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default","726a0d14-06d0-4d0f-b84b-7aa0e1faa8de","2024-11-07 09:53:59.000","false","Disabled","Disabled","Cautious","","","New Computers","Philippines","","Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz","Dynamic","","","",""
"646b85d1e4b03a4edebac872:PYLUMCLIENT_PHILIPPINES_01LC-RAMAGLANTA_646EE06E6AE9","PYLUMCLIENT_PHILIPPINES_01LC-RAMAGLANTA_646EE06E6AE9","968501548.1198775089551518743","01lc-ramaglantay.ph.intraxa","01lc-ramaglantay","192.168.68.60","112.202.103.141","Primary","25593978","Prevent","Enabled","false","2025-01-17 12:18:24.000","2024-12-30 10:06:09.000","Stale","Down","None","","","entityfusion-67-t","646b85d1e4b03a4edebac872","10.147.10.196","Windows","Windows 10","Advanced","23.1.308.1","","2024-09-16 06:32:44.000","D0 00:01:03.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-12-12 15:31:38.000","false","Disabled","Disabled","Cautious","","","","Philippines","DTL04F3","Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz","Dynamic","Detect","Detect","Disabled","8cab65a4-9c1e-4753-8baf-7efc37f00d49"
